Release,className,LOC,Age,CHG,MAX_CHG,AVG_CHG,Bug Fixed,NAuth,Number of Commit,LOC Added,AVG_LOC Added,MAX_LOC Added,Buggy
2,hdfs-agent/src/main/java/org/apache/hadoop/hdfs/server/namenode/XaSecureFSPermissionChecker.java,0,355,125,125,120,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/biz/AssetMgrBase.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/biz/UserMgrBase.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/biz/XAuditMgrBase.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/biz/XUserMgrBase.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/common/db/BaseDao.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/common/view/VList.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XADaoManager.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XADaoManagerBase.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXAccessAuditDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXAssetDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXAuditMapDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXAuthSessionDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXCredentialStoreDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXDBBaseDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXGroupDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXGroupGroupDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXGroupUserDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXPermMapDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXPolicyExportAuditDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXPortalUserDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXPortalUserRoleDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXResourceDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXTrxLogDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/db/XXUserDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXAccessAudit.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXAsset.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXAuditMap.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXAuthSession.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXCredentialStore.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXDBBase.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXGroup.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXGroupGroup.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXGroupUser.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXPermMap.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXPolicyExportAudit.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXPortalUser.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXPortalUserRole.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXTrxLog.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/XXUser.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/entity/view/VXXTrxLog.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/UserServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
